Gene	JXQ-3D-1279R1	JXQ-3D-1279R2	JXQ-3D-1279R3	JXQ-3D-1279R4	JXQ-3D-1279R5	JXQ-3D-1279R6	JXQ-3D-1279R7	JXQ-3D-1279R8	JXQ-3D-1279R9	JXQ-3D-1405R1	JXQ-3D-1405R2	JXQ-3D-1405R3	JXQ-3D-1405R4	JXQ-3D-1436R1	JXQ-3D-1436R2	JXQ-3D-1436R3	JXQ-3D-1436R4	JXQ-3D-1436R5	JXQ-3D-1436R6	JXQ-3D-4160R1	JXQ-3D-4160R2	JXQ-3D-4160R3	JXQ-3D-4256R1	JXQ-3D-4256R2	JXQ-3D-4256R3	JXQ-3D-668R1	JXQ-3D-668R2	JXQ-3D-668R3	JXQ-3D-668R4	JXQ-3D-902R1	JXQ-3D-902R2	JXQ-3D-902R3	JXQ-3D-902R4	JXQ-3D-902R5	JXQ-3D-902R6	JXQ-3D-902R7	JXQ-3D-902R8	JXQ-3D-902R9
SLC44A4	-1.115	-4.0349	-2.4691	-1.7995	2.9069	-6.6439	-1.7389	4.6686	-3.6363	6.5381	6.1792	6.5581	5.5336	-6.6439	-6.6439	-5.2492	-4.5783	-5.1852	-5.1515	1.9258	-0.7398	-0.3456	-4.1607	-3.9412	-3.2323	-5.0993	-4.7038	-3.6853	-6.6439	-5.1774	-2.815	-6.6439	-5.1255	-6.6439	-3.6273	-4.6329	1.2681	-2.6404
FAM196B	3.163	3.28	2.8042	3.5042	-0.5149	4.2885	2.8763	-0.9405	2.8371	-4.4524	-3.7886	-6.6439	-3.3705	4.0887	4.1355	3.919	2.4368	5.5327	4.383	-5.4502	-6.6439	-6.6439	-6.6439	-5.3692	-6.6439	2.3586	3.2684	3.4038	0.981	2.5382	1.124	1.9747	3.7956	4.405	2.971	2.8828	2.2024	3.5765
CPA3	3.1698	0.8774	6.7792	3.6499	-6.6439	-0.5593	3.9607	-3.8403	4.4806	-2.0862	-3.2037	-2.2327	-4.7141	-2.9652	-4.7422	-6.6439	-0.9193	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-4.8399	-6.6439	-6.6439	-1.266	-1.1806	1.3329	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	1.3633	-6.6439	-6.6439	-6.6439	-6.6439
TRHDE	2.559	1.9312	1.4045	2.2994	3.5099	1.955	1.672	2.6783	3.3169	-2.7681	-4.3262	-2.8382	-4.0318	5.5999	5.4266	5.0763	4.933	5.0998	5.0548	2.8603	3.1168	3.3963	-5.8317	-6.6439	-6.6439	-6.6439	-6.6439	-5.4711	-5.6798	0.3869	-3.4781	1.5577	0.288	2.3729	1.5851	1.6653	0.7567	2.33
C4BPB	-6.6439	-4.3507	-6.6439	-2.2597	-6.6439	-4.2425	-6.6439	-6.6439	-6.6439	4.2117	3.9707	4.2134	2.405	1.5771	0.6873	-0.7175	1.1154	-0.1004	0.3315	-1.2162	-3.4824	-2.4626	2.433	3.1677	4.0837	-6.6439	-4.227	-0.5766	2.316	2.196	4.6327	2.5341	4.3289	-2.2922	3.9051	3.273	3.9726	3.8774
KDM5D	-0.4638	2.3603	-6.6439	2.5038	-5.798	1.3059	0.4572	0.2093	1.3667	1.7318	-6.6439	-5.4053	-6.6439	2.1288	1.9149	2.4816	2.6011	2.61	1.9747	-6.6439	-5.21	-6.6439	-6.1834	-6.6439	-6.6439	-6.6439	-5.6958	-6.6439	2.2214	-6.6439	-6.1996	-6.6439	-5.7057	-6.6439	-6.6439	-5.8411	-5.7336	-6.6439
SELP	-4.6829	-6.6439	-6.6439	-4.6449	-4.7153	-6.6439	-6.6439	-6.6439	-6.6439	-1.5452	-2.5821	-2.3116	-4.6494	-2.3359	-3.7295	-6.6439	-6.6439	-6.6439	-6.6439	-3.8865	-6.6439	-6.6439	-5.4277	-6.6439	-6.6439	-6.6439	-3.4457	-6.6439	-6.6439	0.9208	4.5119	-6.6439	2.3359	-6.6439	3.7584	4.2075	6.0548	5.0756
CXCR4	-4.9267	-6.6439	-6.6439	-4.8911	-4.957	-6.6439	-6.6439	-4.8316	-6.6439	0.3832	-0.9046	-0.7452	-3.6294	4.1054	4.8275	4.2063	4.8287	4.6003	4.0704	3.4655	-1.7651	3.6736	-2.6758	-0.8299	-0.9685	-4.7872	-3.5129	-4.1503	-4.7828	-2.301	2.0479	-1.1865	-0.3211	3.0664	3.7106	3.8262	3.0524	2.131
PRSS22	-0.4708	-3.6939	-1.5248	-4.4971	4.6029	-4.4134	-4.6383	6.638	-4.4794	4.2576	5.9139	6.9586	5.1435	-6.6439	-3.7085	-4.5655	-6.6439	-6.6439	-4.4461	3.0412	4.1807	2.4538	3.0541	2.2866	3.3115	-3.542	-3.5592	-3.699	2.6713	0.473	1.4917	-0.5911	1.2566	-1.114	-1.1569	-1.0981	2.9471	0.3499
CACNG7	-3.5023	-5.0647	-4.3249	-3.4572	-6.6439	-6.6439	-6.6439	-6.6439	-5.031	-3.6087	-2.9664	-0.7357	-6.6439	4.1753	4.9431	5.8571	5.2204	5.4244	3.8594	-4.3524	-6.6439	-6.6439	-2.8862	-4.9896	-3.6871	2.0787	2.7818	-5.0685	-4.1839	-0.5345	-6.6439	-5.0919	-3.7292	-6.6439	-3.7919	-3.2183	-0.8516	-2.8172
VCAM1	-3.0049	-1.5986	-3.8694	-4.6558	-5.3872	-4.5749	-3.7324	-5.2807	-1.9935	4.5467	1.3978	1.9239	2.2238	-6.6439	-4.6888	-4.7218	-6.6439	-5.3237	-6.6439	-5.3653	-6.6439	-5.4554	-6.6439	-6.6439	-6.6439	6.0676	8.7169	3.4809	-4.0724	-3.6817	-6.6439	-6.6439	-5.2674	-6.6439	-6.6439	-6.6439	-4.6208	-5.2602
SV2A	2.2221	2.471	1.5996	2.3945	-1.7256	1.2552	2.0088	-3.3872	-0.3668	-6.0803	-3.5532	-0.7296	-4.2411	3.4798	3.1545	4.2811	2.9966	3.2931	3.3631	-5.0259	-3.0883	-4.1479	0.7265	1.4098	2.6287	2.0731	2.3263	-6.6439	-6.6439	-6.6439	-6.1019	-6.6439	-6.6439	-6.6439	-4.9645	-6.6439	-4.5276	-6.6439
SERPINB2	0.2062	5.3316	3.3557	5.0759	-2.0831	7.3545	6.3068	4.9961	1.5939	4.596	5.5333	2.8017	0.5912	-3.2965	-1.2716	-1.6467	-4.3124	-0.0234	-0.4254	-1.7121	-1.3857	-3.5452	-0.1657	-4.1456	-2.3728	3.7617	6.3218	6.3689	2.9695	7.9567	7.329	4.1691	6.1377	6.2063	6.9573	8.9838	6.8564	7.425
EPCAM	3.737	1.488	1.283	1.384	8.0939	1.147	1.8905	8.1034	1.6965	8.4934	8.0818	8.3841	8.3882	-0.9949	-0.8719	-2.3806	-2.8665	-2.2838	-2.2337	8.2979	8.5355	8.7743	8.147	8.5521	8.0327	-0.3678	-0.5057	-0.6025	6.3944	1.4689	1.7882	-1.3019	2.1519	0.906	1.5622	2.8658	6.4455	2.3449
PKIA	2.132	2.7021	1.3404	3.4163	1.6606	2.5323	3.4526	1.1243	3.3829	-5.6407	-6.6439	-2.7812	-6.6439	-3.6263	-5.5756	-6.6439	-5.6155	-5.5454	-5.5171	-6.6439	-6.6439	-6.6439	0.947	-0.8483	0.3645	0.1762	1.0291	0.3573	2.0983	-6.6439	-5.6744	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439
ZNF518B	1.9271	1.9238	1.9888	1.7218	1.2533	1.4249	1.5357	1.6117	1.9018	-4.0913	-3.2419	-0.1984	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-5.914	-5.3994	-6.6439	2.8056	2.942	2.8253	-5.83	-6.6439	-6.6439	0.0477	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439
GNG11	6.0175	5.2592	5.1342	4.8898	0.7957	5.2477	5.3433	1.0304	5.5324	1.715	1.4516	3.4339	3.5807	-0.0775	-6.6439	-3.2701	-0.1114	-1.4668	-4.0087	-4.1109	-4.0643	-6.6439	-4.2113	-3.1131	-3.9341	4.004	5.1633	4.1984	-1.548	4.3743	3.9808	4.4795	5.005	5.4437	5.1111	5.1649	3.9657	5.0454
PSG6	-3.0066	-5.4472	-4.3541	-3.4897	-1.9619	-2.0772	-6.6439	-6.6439	-4.7658	-2.3429	-3.2935	-4.2636	-6.6439	-6.6439	-6.6439	-3.7977	-5.4994	-4.7729	-4.7345	-4.8235	-6.6439	-3.3098	-1.1458	5.1109	4.3144	-3.1586	-6.6439	-6.6439	-1.2033	-0.7059	3.874	4.9123	3.6899	5.2412	-0.4656	1.1917	5.1071	2.3331
EVPL	1.5771	2.1803	1.6419	2.1135	4.2552	-2.8151	1.1778	4.6329	0.6849	3.9148	3.7653	3.9782	4.1129	-5.3167	-5.8787	-5.8969	-5.91	-6.6439	-5.8325	4.9445	4.7978	5.9549	-0.0794	0.709	1.9376	-6.6439	-5.2795	-6.6439	4.0696	1.5552	2.0788	3.7839	-0.3978	1.7828	2.0222	1.7737	2.1589	1.3412
HSD17B2	3.0661	4.9325	5.4891	5.0529	3.4811	5.0329	1.8282	4.4278	3.9091	4.1355	4.6564	4.6361	3.2699	-1.7996	-3.7511	-3.2728	-2.3751	-2.0348	-6.6439	-6.6439	-0.6088	-6.6439	-6.6439	-6.6439	-6.6439	-0.1985	2.2745	-0.4373	1.451	-0.5472	2.1702	-4.5874	-0.5408	-2.2922	1.59	1.7562	0.6947	1.4168
HSD3B1	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-2.6376	-6.6439	-0.4267	-6.6439	-6.6439	-3.9466	-4.7723	-4.7959	-6.6439	-6.6439	-4.7491	-6.6439	-6.6439	8.1717	7.5368	7.4327	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-4.8801	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-4.6725	-3.2927
SRGN	6.2512	4.5651	5.3579	6.4324	-3.6264	5.5174	4.1312	-2.5508	4.8405	0.9965	1.8233	2.6281	-1.2341	5.6902	4.2911	6.3763	6.6197	5.8883	5.7341	3.7298	7.2089	7.5252	-2.4956	-6.6439	-6.6439	7.4274	7.8621	8.712	3.8231	1.1676	2.3988	-2.6941	4.4638	5.5198	2.3363	0.5537	-0.485	1.8089
BCHE	3.1084	3.8493	2.6727	4.3607	-2.3819	3.3276	3.6774	-2.2121	3.4078	-5.198	-4.1789	0.2677	-6.6439	2.1629	2.7309	0.5016	1.2096	2.9758	1.0725	-3.9215	0.2079	-6.6439	-2.6053	-6.6439	-4.9836	4.0794	4.0917	3.0235	-6.6439	-1.1691	-4.0748	-6.6439	2.207	1.5605	-6.6439	-6.6439	-3.1807	-3.7722
KRT23	2.9311	0.4163	-0.2364	4.734	4.047	-2.7081	2.9392	7.0112	3.1414	2.7275	4.5254	4.4802	1.6148	-4.9149	-1.5006	-0.3207	-2.2985	-3.3317	-6.6439	2.6762	-0.2911	2.7723	7.1537	1.3062	3.4341	-3.3854	-2.9348	-6.6439	-4.079	-3.9148	-4.7133	-3.5758	-3.6181	-6.6439	-4.1769	-4.3599	-2.8812	-4.878
UGT1A6	1.7139	0.3126	-0.1108	-0.9052	2.7245	-5.0851	0.2068	2.3731	-1.9053	5.8205	7.3622	5.6777	6.3096	-3.5465	-6.6439	-4.5072	-5.7717	-3.9503	-6.6439	-4.7939	-6.6439	-6.6439	-6.6439	-6.6439	-1.113	-3.6447	-3.854	-4.4641	0.8041	0.0686	0.9172	-5.1988	-3.6797	-5.1768	-2.9417	-4.3366	-1.8823	-1.6722
GJB3	0.9274	-2.9554	-5.0642	-3.461	5.6273	-3.0733	-2.2831	5.9463	-6.6439	2.4356	2.3806	1.9833	2.4064	3.3513	3.7047	3.5285	3.3032	5.0507	4.7789	6.7455	6.0615	5.9086	0.7237	2.043	3.2474	-6.6439	-6.6439	-6.6439	5.0639	2.6173	3.2089	-0.5886	1.8247	1.2495	2.6728	3.4197	5.1999	3.5794
BCAT1	2.484	2.3721	2.9973	4.0284	-0.5063	3.7322	3.4968	1.8735	3.433	0.6408	1.782	4.0174	3.8021	-6.0725	-4.755	-5.4357	-5.7531	-4.713	-5.346	-5.4175	-5.6963	-6.1578	5.4246	5.7891	5.5706	3.0732	3.4151	3.5926	1.6627	-2.9636	-0.5774	-5.1729	-1.8759	-4.1746	-1.5548	-2.0195	1.3793	-1.3107
ELF3	0.8738	-3.3786	-1.3786	-1.2029	5.2135	-5.2786	0.1259	5.8413	-3.3335	5.9527	6.271	6.7176	6.2267	-1.9293	-2.4716	-5.3954	-4.3117	-3.8559	-4.6213	5.4482	4.4878	5.2027	4.8038	3.0065	3.9545	-4.5605	-2.8596	-1.4164	4.5376	1.7677	3.4462	-1.9369	1.5933	-3.8961	1.3365	-0.1634	4.0231	3.104
FA2H	-1.2972	-6.6439	-6.6439	-3.5012	1.3135	-2.8727	-2.5997	3.6346	-3.481	6.7033	6.4042	6.087	6.7624	-2.3637	-1.5874	-3.4292	-3.966	-1.1694	-1.5657	4.141	3.9774	3.6778	3.2015	2.0128	2.2801	-6.6439	-4.9945	-5.1013	0.1053	0.4058	2.2971	-5.1244	1.3674	-1.9514	-1.1498	1.2747	5.1575	0.6902
TMPRSS4	-4.7971	-6.6439	-6.6439	-6.6439	3.7021	-5.3519	-4.8929	3.82	-6.6439	5.1308	2.3523	3.4792	3.1876	-6.6439	-5.08	-4.045	-6.6439	-3.8147	-5.3763	2.7456	2.4771	-0.4792	0.7007	-1.1012	-1.1473	-5.3289	-6.6439	-6.6439	-1.2486	-5.3999	-6.6439	-6.6439	-5.3528	-5.4338	-5.3953	-6.6439	1.0851	-5.3458
EFEMP1	3.2556	3.337	2.808	1.5077	3.0609	-0.3147	1.8053	2.905	1.1742	2.6021	2.0496	3.4421	3.3842	6.0343	6.1447	3.899	6.7731	2.8787	6.1538	-0.6332	-6.6439	3.6968	1.8332	1.7843	1.5435	3.7078	3.3601	5.627	6.6879	-5.2862	-5.921	-4.2127	-3.8818	-2.4542	-3.3745	-4.7619	-6.6439	-3.422
PRR15L	0.0531	-6.6439	-4.5129	-3.6681	3.2325	-6.6439	-4.6368	4.1184	-6.6439	3.1183	2.5862	4.2773	1.6888	-6.6439	-6.6439	-3.7455	-6.6439	-6.6439	-6.6439	2.2466	-0.6721	1.5415	1.6683	0.6383	1.6074	-6.6439	-6.6439	-6.6439	-1.5012	-6.6439	-4.221	-4.5483	-6.6439	-4.5218	-6.6439	-6.6439	-3.103	-6.6439
ZFY	-1.2855	2.0697	-6.6439	1.9548	-5.2738	1.0557	-0.9134	-0.7217	1.0366	0.8222	-6.6439	0.278	-6.6439	2.4701	2.4932	2.0602	2.799	1.9973	2.2895	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-5.7746	1.5338	-6.6439	-6.6439	-6.6439	-5.71	-6.6439	-6.6439	-6.6439	-6.6439	-5.7044
FBN1	4.7475	5.7808	2.511	4.8716	0.6404	3.694	5.9196	0.6339	5.3796	-3.1711	-2.2285	-2.1788	-3.3362	4.6779	3.2616	4.1093	4.3959	3.1266	4.0288	-3.9507	-3.7376	-4.8563	-0.4202	-0.2795	-1.6351	7.1505	5.7772	7.904	2.8952	-4.2267	-4.2141	0.4499	-4.6223	0.1901	-3.2432	-2.3803	-4.8291	-2.1743
PDLIM3	3.534	2.819	3.0947	2.548	1.6146	1.8088	3.4295	0.5374	3.58	-5.3881	-6.6439	-5.4752	-6.6439	1.3047	1.6886	1.4088	1.1288	1.6365	1.2321	-5.8355	-5.2865	-6.6439	1.3465	-0.7021	-0.6926	-0.5841	1.0526	0.4615	-3.3686	-6.6439	-4.7768	-6.6439	-6.6439	-6.6439	-6.6439	-4.8818	-6.6439	-6.6439
TFAP2C	-1.0048	-2.8347	-5.2472	-3.4278	2.5863	-1.847	-1.9144	1.9779	-6.6439	-6.6439	-6.6439	-4.3298	-4.5384	-6.6439	-6.6439	-6.6439	-3.5357	-5.2251	-6.6439	-6.6439	-4.0655	-6.6439	6.0322	5.4671	5.7848	1.0202	2.0922	1.4503	2.1176	2.0365	0.5149	0.5273	0.0387	0.4717	1.8645	-0.0162	0.7114	0.3844
MAOB	-1.9575	0.8095	-2.1435	0.9019	2.2971	-1.2372	-0.6482	3.2362	-1.3196	2.6409	3.138	2.4747	3.3778	5.7417	5.2069	6.0246	3.794	4.7327	3.7301	1.8482	-6.6439	-6.6439	-3.4603	-3.5125	-3.1601	-2.5391	-2.7379	-6.6439	-3.8156	1.5535	3.2173	-4.4765	-5.0733	-6.6439	4.6996	4.6495	3.2784	3.3824
DAPK1	-5.2962	-4.1302	-6.6439	-5.2651	1.3273	3.4337	-2.0041	-3.6831	-4.862	7.5446	6.4076	6.9921	6.8389	2.2149	2.2424	3.0669	1.4283	2.6404	2.3941	1.7582	-1.359	-0.9514	4.8487	4.9451	3.496	4.3282	2.0052	5.8708	6.0793	0.5614	1.2928	3.9806	-4.492	3.33	-3.7274	-1.6377	0.2633	3.6767
NLRP7	-4.7634	-4.7464	-6.6439	-4.7262	-5.4417	-4.6467	-6.6439	-6.6439	-6.6439	-1.962	-4.0952	0.8969	-6.6439	-6.6439	-5.4131	-4.7911	-6.6439	-4.7167	-5.349	-3.9793	-5.388	-5.5079	8.7039	7.6934	7.6954	-4.6177	-6.6439	-6.6439	-6.6439	-6.6439	-4.2884	-5.427	-6.6439	-5.4072	-6.6439	-5.9593	-5.3602	-5.3181
SCIN	-5.0176	1.9914	-2.8604	-0.8057	-0.5748	1.6746	-3.1661	-0.11	-1.0634	5.9076	6.0366	6.0765	5.5808	-4.1786	-3.4134	-6.6439	-3.7133	-4.2209	-4.6379	-6.6439	-5.3568	-6.6439	1.257	-2.6886	0.2099	4.4989	3.3915	4.2818	4.066	-2.6744	-1.6798	-6.6439	-4.6077	-4.7122	-2.5378	-2.5776	-2.525	-2.5878
SLC17A9	-2.2886	-2.0904	-3.6048	-2.441	-5.2019	-3.66	-5.2585	-4.3551	-5.1267	3.3343	3.5815	4.9524	3.6446	1.2322	0.9419	2.1918	2.5688	1.4188	1.6582	2.0656	-3.4353	-1.2482	-3.4589	-3.511	-2.9172	4.9375	4.0354	4.4617	-5.0415	5.4818	5.1514	5.9555	5.294	5.6463	4.9448	4.9359	4.902	4.7939
ARSI	2.5406	2.5638	3.9079	2.7381	0.5572	3.5527	2.4118	1.2507	2.614	-3.1006	-2.4371	-2.4924	-3.1254	-6.6439	-5.3481	-6.6439	-6.6439	-6.6439	-6.6439	-4.6862	-5.3223	-6.6439	1.1263	0.3038	0.4102	2.245	1.7758	-5.3416	-0.88	5.3409	3.9154	3.3651	1.8712	1.2354	3.0369	0.838	4.979	3.2152
RNF182	2.1201	2.4048	0.5857	2.4506	-0.7466	1.7826	1.7632	-0.3597	2.9235	-6.6439	-6.6439	-6.6439	-6.6439	3.0704	2.8505	2.6698	1.8886	2.904	2.8597	-6.6439	-4.3953	-2.1128	0.4993	0.1168	0.7847	0.4062	1.183	0.5145	-1.3758	-6.6439	-6.6439	-6.6439	-6.6439	-5.4919	-6.6439	-6.0143	-5.4469	-6.6439
ST6GALNAC1	-3.9636	-6.6439	-6.6439	-5.1239	-0.2351	-6.6439	-6.6439	0.6454	-6.6439	4.8124	6.0205	6.9147	5.3911	-2.9747	-3.0749	-3.9958	-3.1454	-2.8168	-5.6603	-5.1608	-5.1245	-5.2596	3.3603	-1.6582	-0.7067	-6.6439	-5.0404	-3.9489	-6.6439	-2.1906	0.9234	-6.6439	-2.1136	-5.1461	-2.183	-3.211	2.7136	0.2076
MFAP5	-3.0419	-1.3882	-4.0906	0.5949	-4.6124	0.6369	-0.9104	-2.7388	-2.9743	5.2396	7.641	5.4815	5.6603	3.7395	3.227	-0.5637	5.2343	2.1651	2.9651	-6.6439	-6.6439	-4.2475	4.2073	3.5783	2.9528	-6.6439	-5.1587	-2.2981	1.7334	-4.5211	-1.1301	3.5903	-0.4747	3.3701	2.2909	3.0729	1.2849	3.3574
PMP22	1.6006	2.1165	1.3907	1.6403	-1.0586	3.2803	2.3616	-2.8712	1.1345	-6.6439	-4.7245	-3.5339	-6.6439	5.9442	5.7553	6.2693	6.2015	6.7591	6.2703	-0.4695	0.5052	1.8628	2.9652	-0.1172	0.239	7.3769	6.8229	7.418	0.5299	5.1406	6.4778	5.3967	4.686	6.7984	5.9529	6.5452	4.4703	5.2413
STAC	3.8998	4.0655	3.8282	3.7155	3.9759	2.688	3.0948	3.9711	3.1307	2.2806	2.4664	2.7164	3.6083	-4.8299	-4.6046	-5.3175	-6.6439	-6.6439	-6.6439	-5.2982	-6.6439	-6.6439	-4.7056	-3.8471	-1.7158	1.7799	-2.5775	3.1026	3.5966	1.5024	2.173	1.7181	1.3823	1.5319	2.2927	1.7847	2.4156	1.1501
LOC400043	-6.6439	-6.6439	-6.6439	-4.5043	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	2.4869	2.8924	3.7476	4.661	2.6951	3.0007	3.3788	3.0733	3.4739	3.163	-4.5483	-0.8953	-2.6726	-6.6439	0.0297	-4.3838	1.5603	1.2789	-3.1864	-3.5449	-0.2484	0.8813	-3.2184	2.1341	-1.2892	1.1861	1.9003	1.6833	-0.0429
PIP	-6.6439	-6.6439	-3.4546	-3.4345	-3.5185	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-3.4853	-6.6439	-6.6439	-3.5933	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	0.6825	6.3809	-6.6439	3.6262	-6.6439	1.5469	-2.6966	5.5984	5.2864
TMEM30B	0.9985	-0.6445	-0.9559	0.1736	5.4572	-1.0346	-0.6537	5.1708	-1.1003	4.3885	5.4457	5.4154	4.2539	-1.2004	-2.7873	-0.8809	0.9245	-1.0767	0.7077	5.2331	4.6361	4.6113	3.3562	4.3928	1.7255	-2.3701	-1.2562	-5.6116	4.8244	-5.5814	-5.1522	-5.6295	-4.9205	-3.7823	-5.5773	-6.6439	-1.6975	-5.5326
TACSTD2	6.1475	6.6572	5.9881	4.9918	9.7991	4.3893	5.3331	10.4145	5.4816	8.384	7.8043	8.7769	8.108	-1.8067	-2.1054	-1.451	0.0896	-2.3576	-1.6897	9.5472	8.3319	9.1172	6.4607	6.125	6.7705	-0.4732	-2.2499	-2.7913	8.0679	4.2729	4.9935	4.7185	5.2548	4.7726	5.4968	5.5693	6.9023	5.1081
PRSS33	-4.7532	-6.6439	-6.6439	-6.6439	-4.7851	-6.6439	-6.6439	-2.656	-6.6439	-1.7542	0.9895	2.8811	-0.616	1.9787	3.8575	5.3531	2.4934	3.713	2.7063	-0.4384	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-1.2877	0.0198	-2.5523	-0.854	-3.064	-0.8487	-0.7551	2.3894	-1.302
FERMT3	-1.7928	-1.726	-2.7614	-0.8145	-2.3089	-0.807	-0.738	-0.9348	-2.328	-2.5118	-0.6969	-2.8744	2.551	-3.8694	-3.6043	-6.6439	-2.2735	-5.1184	-3.8687	-3.0907	-2.0998	-1.7037	-1.7478	-1.4927	0.0504	4.8596	6.1589	-0.8008	-4.283	7.0435	6.1553	1.8105	7.9406	0.5235	5.2037	5.7457	7.2969	5.8272
HLA-DRB5	-4.343	-4.3244	-5.0576	-6.6439	-4.3778	-6.6439	-6.6439	-6.6439	-6.6439	3.2219	4.2765	3.6698	1.0818	-1.6997	-3.4916	-4.3734	-6.6439	-4.292	-6.6439	0.7912	4.6493	3.6087	-6.6439	-4.2347	-6.6439	-6.6439	-4.9567	-6.6439	-6.6439	1.4444	0.9812	-6.6439	1.9737	-6.6439	-0.1777	-3.099	0.9891	0.3671
COL13A1	1.1541	1.0536	-1.3301	-0.2462	-3.7595	1.3988	-1.3352	-4.1037	-1.4583	-6.6439	-6.6439	-3.8268	-3.8295	4.2229	4.1779	4.27	4.073	4.6674	4.0578	2.8086	4.3591	4.5776	-3.8325	-6.6439	-5.2187	3.6907	4.687	3.4221	-3.1719	4.129	3.5694	4.7552	4.4554	1.8936	4.5864	4.3486	3.2806	4.4466
SYK	-1.2359	-6.6439	-6.6439	-6.6439	1.1465	-5.0943	-3.4951	3.3261	-5.7111	4.2823	3.1838	3.3581	3.8871	-6.6439	-6.6439	-5.7632	-2.1595	-5.1556	-6.6439	1.9592	3.1657	-4.6133	2.6497	2.3047	1.9309	-5.6513	-6.6439	-6.6439	-4.0663	-2.0734	-0.6504	-6.6439	-1.3575	-5.7379	-5.7062	-4.3477	-5.6997	-2.2256
HAND1	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-4.6639	-6.6439	-6.6439	-6.6439	-6.6439	-3.245	-5.5793	-6.6439	-6.6439	-4.7755	-4.0254	-6.6439	-4.7337	-4.6948	-4.7847	-6.6439	-6.6439	7.2522	7.3243	8.84	-3.3113	-6.6439	-3.9787	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439
TNNC1	-1.8697	-3.1783	-3.695	-3.6754	-0.6228	-3.5815	-1.6886	2.0975	-6.6439	5.9249	6.014	6.429	6.6348	-1.1896	-1.4184	-0.358	-2.8835	-1.9937	-0.9711	-1.0912	-2.2197	1.8947	7.2356	7.2064	8.0621	-3.5475	-2.6526	-1.5414	1.8378	-2.1949	-0.567	-6.6439	-2.6719	-2.8024	-2.7398	-0.9506	-2.7271	-3.5725
STXBP6	3.6564	2.1739	0.3527	-6.6439	3.9496	-2.474	0.2701	2.9386	-6.6439	1.624	0.2765	1.8888	2.0429	-4.8203	-4.8977	-6.6439	-3.6998	-2.916	-3.1631	-0.0839	1.0848	1.2097	0.6847	2.3226	2.7259	0.9288	0.7707	3.0961	4.0808	-6.6439	-6.6439	2.7167	-4.7909	5.3377	-6.6439	-3.9868	-6.6439	-6.6439
USP9Y	-1.2088	2.3614	-6.6439	2.2911	-6.3551	1.3741	-0.0232	0.0011	1.37	-3.2008	-6.6439	-2.0222	-6.6439	1.9847	1.8467	2.1734	2.6365	2.2088	1.804	-6.1029	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.0364	-6.6439	-6.6439	1.9608	-6.6439	-6.6439	-6.6439	-6.05	-6.6439	-6.6439	-6.6439	-6.0697	-6.6439
SLC6A14	-3.8302	-6.6439	-5.0351	-5.6145	-0.0217	-6.6439	-5.706	3.5663	-5.6028	3.9662	2.8858	1.8096	1.5831	-6.6439	-4.6335	-5.0794	-5.6752	-6.6439	-6.6439	1.5908	3.4767	3.0954	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-4.255	-1.7321	-6.6439	-4.9477	-6.6439	-0.5541	-2.6836	2.2239	1.9192
LOC100505806	-6.6439	0.3558	-6.6439	0.6265	-2.3993	0.733	-0.5468	-3.1634	-6.6439	1.4054	0.4321	2.2574	-0.256	1.6095	2.4	2.3722	1.2566	3.0525	1.8229	-3.8073	-6.6439	-4.735	2.9127	3.4257	2.4742	2.3998	-0.0195	2.0358	1.3393	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-5.3826	-6.6439	-6.6439
HOPX	3.247	2.5902	2.8754	2.2122	2.5144	3.4159	2.8516	1.4644	2.9565	-5.5648	-6.6439	-6.6439	-3.1866	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-0.0209	-2.6414	-3.7403	1.5241	-6.6439	-3.9264	-4.7283	-3.9499	-4.8577	-1.7938	-6.6439	-5.6002	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439
